cluster,threshold_meV_per_atom,endpoint,K,model,stable_hits_ci_low_95,stable_hits_median,stable_hits_ci_high_95,bootstrap_replicates
reduced_formula,25,mp_source_coordinate,500,ALIGNN-FF,407.0,424.0,437.025,1000
reduced_formula,25,mp_source_coordinate,500,CHGNet,405.0,422.0,438.0,1000
reduced_formula,25,mp_source_coordinate,500,M3GNet,412.0,429.0,442.0,1000
reduced_formula,25,mp_source_coordinate,500,MACE-MP,409.0,425.0,439.025,1000
reduced_formula,25,mp_source_coordinate,1000,ALIGNN-FF,826.0,852.0,875.0,1000
reduced_formula,25,mp_source_coordinate,1000,CHGNet,844.0,867.0,889.0,1000
reduced_formula,25,mp_source_coordinate,1000,M3GNet,854.975,877.0,896.0,1000
reduced_formula,25,mp_source_coordinate,1000,MACE-MP,857.0,879.0,900.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,300.0,300.0,300.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,CHGNet,300.0,300.0,300.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,M3GNet,300.0,300.0,300.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,300,MACE-MP,300.0,300.0,300.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,500.0,500.0,500.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,CHGNet,500.0,500.0,500.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,M3GNet,500.0,500.0,500.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,500,MACE-MP,500.0,500.0,500.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,987.0,993.0,998.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,CHGNet,1000.0,1000.0,1000.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,M3GNet,1000.0,1000.0,1000.0,1000
reduced_formula,50,alex_pbe_matched_pool_coordinate,1000,MACE-MP,995.0,998.0,1000.0,1000
reduced_formula,50,alex_pbe_source_coordinate,100,ALIGNN-FF,82.0,90.0,96.0,1000
reduced_formula,50,alex_pbe_source_coordinate,100,CHGNet,83.0,90.0,95.0,1000
reduced_formula,50,alex_pbe_source_coordinate,100,M3GNet,83.0,90.0,95.0,1000
reduced_formula,50,alex_pbe_source_coordinate,100,MACE-MP,82.0,91.0,96.0,1000
reduced_formula,50,alex_pbe_source_coordinate,300,ALIGNN-FF,243.0,255.0,267.0,1000
reduced_formula,50,alex_pbe_source_coordinate,300,CHGNet,244.0,257.0,268.025,1000
reduced_formula,50,alex_pbe_source_coordinate,300,M3GNet,249.0,260.0,273.0,1000
reduced_formula,50,alex_pbe_source_coordinate,300,MACE-MP,244.0,256.0,269.0,1000
reduced_formula,50,alex_pbe_source_coordinate,500,ALIGNN-FF,415.0,430.0,446.0,1000
reduced_formula,50,alex_pbe_source_coordinate,500,CHGNet,421.0,437.0,451.0,1000
reduced_formula,50,alex_pbe_source_coordinate,500,M3GNet,427.0,442.0,456.0,1000
reduced_formula,50,alex_pbe_source_coordinate,500,MACE-MP,422.0,438.0,452.0,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,ALIGNN-FF,848.975,870.0,893.0,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,CHGNet,875.0,894.0,913.025,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,M3GNet,884.0,903.0,921.025,1000
reduced_formula,50,alex_pbe_source_coordinate,1000,MACE-MP,886.0,904.0,923.0,1000
reduced_formula,50,alexmp20_source_coordinate,100,ALIGNN-FF,82.975,91.0,97.0,1000
reduced_formula,50,alexmp20_source_coordinate,100,CHGNet,83.0,90.0,95.0,1000
reduced_formula,50,alexmp20_source_coordinate,100,M3GNet,83.0,90.0,95.0,1000
reduced_formula,50,alexmp20_source_coordinate,100,MACE-MP,82.0,91.0,96.0,1000
reduced_formula,50,alexmp20_source_coordinate,300,ALIGNN-FF,245.0,257.0,268.0,1000
reduced_formula,50,alexmp20_source_coordinate,300,CHGNet,247.0,260.0,271.0,1000
reduced_formula,50,alexmp20_source_coordinate,300,M3GNet,251.0,263.0,274.0,1000
reduced_formula,50,alexmp20_source_coordinate,300,MACE-MP,248.975,260.0,272.0,1000
reduced_formula,50,alexmp20_source_coordinate,500,ALIGNN-FF,421.0,436.0,450.0,1000
reduced_formula,50,alexmp20_source_coordinate,500,CHGNet,423.0,438.0,452.0,1000
reduced_formula,50,alexmp20_source_coordinate,500,M3GNet,423.975,438.0,453.0,1000
reduced_formula,50,alexmp20_source_coordinate,500,MACE-MP,422.0,438.0,452.0,1000
reduced_formula,50,alexmp20_source_coordinate,1000,ALIGNN-FF,851.0,873.5,895.0,1000
reduced_formula,50,alexmp20_source_coordinate,1000,CHGNet,874.0,894.0,912.0,1000
reduced_formula,50,alexmp20_source_coordinate,1000,M3GNet,886.0,905.0,922.025,1000
reduced_formula,50,alexmp20_source_coordinate,1000,MACE-MP,884.975,904.0,923.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,50,mp_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,ALIGNN-FF,300.0,300.0,300.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,CHGNet,300.0,300.0,300.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,M3GNet,300.0,300.0,300.0,1000
reduced_formula,50,mp_matched_pool_coordinate,300,MACE-MP,300.0,300.0,300.0,1000
reduced_formula,50,mp_matched_pool_coordinate,500,ALIGNN-FF,500.0,500.0,500.0,1000
reduced_formula,50,mp_matched_pool_coordinate,500,CHGNet,500.0,500.0,500.0,1000
reduced_formula,50,mp_matched_pool_coordinate,500,M3GNet,499.0,500.0,500.0,1000
reduced_formula,50,mp_matched_pool_coordinate,500,MACE-MP,500.0,500.0,500.0,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,ALIGNN-FF,979.0,987.0,993.0,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,CHGNet,995.0,998.0,1000.0,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,M3GNet,995.0,998.0,1000.0,1000
reduced_formula,50,mp_matched_pool_coordinate,1000,MACE-MP,991.0,995.0,999.0,1000
reduced_formula,50,mp_source_coordinate,100,ALIGNN-FF,88.0,94.0,98.0,1000
reduced_formula,50,mp_source_coordinate,100,CHGNet,90.0,95.0,98.0,1000
reduced_formula,50,mp_source_coordinate,100,M3GNet,90.0,95.0,99.0,1000
reduced_formula,50,mp_source_coordinate,100,MACE-MP,89.0,96.0,99.0,1000
reduced_formula,50,mp_source_coordinate,300,ALIGNN-FF,265.0,274.0,283.0,1000
reduced_formula,50,mp_source_coordinate,300,CHGNet,264.0,274.0,283.0,1000
reduced_formula,50,mp_source_coordinate,300,M3GNet,267.0,277.0,285.0,1000
reduced_formula,50,mp_source_coordinate,300,MACE-MP,263.0,273.0,282.025,1000
reduced_formula,50,mp_source_coordinate,500,ALIGNN-FF,449.0,461.0,472.0,1000
reduced_formula,50,mp_source_coordinate,500,CHGNet,451.0,462.0,473.0,1000
reduced_formula,50,mp_source_coordinate,500,M3GNet,451.0,463.0,474.0,1000
reduced_formula,50,mp_source_coordinate,500,MACE-MP,448.0,460.0,471.025,1000
reduced_formula,50,mp_source_coordinate,1000,ALIGNN-FF,897.0,914.0,932.0,1000
reduced_formula,50,mp_source_coordinate,1000,CHGNet,913.0,929.0,945.0,1000
reduced_formula,50,mp_source_coordinate,1000,M3GNet,919.0,935.0,950.0,1000
reduced_formula,50,mp_source_coordinate,1000,MACE-MP,921.0,936.0,950.0,1000
