reduced_formula,official_alexandria_formula_prefilter_candidates
Ba2YCl7,5
Ba2YCr3O8,1
Ba2YCu3(PbO4)2,2
Ba2YCu3O6F,1
Ba2YCu3O7,2
Ba2YCu3O8,1
Ba2YCu3PbO7,1
Ba2YF7,3
Ba2YFe3O8,1
Ba2YGaSe5,2
Ba2YGaTe5,1
Ba2YInSe5,1
Ba2YInTe5,1
Ba2YIrO6,1
Ba2YMn2TlO7,1
Ba2YMn3O7,1
Ba2YMoO6,3
Ba2YNbO6,3
Ba2YNi3O7,1
Ba2YNi3O8,1
Ba2YOsO6,1
Ba2YReO6,1
Ba2YRuO6,1
Ba2YSbO6,2
Ba2YTaO6,1
Ba2YTi3O7,1
Ba2YTi3O8,1
Ba2YTlCu2O7,1
Ba2YZrO6,1
Ba2YbBiO6,1
Ba2YbMoO6,1
Ba2YbNbO6,1
Ba2YbReO6,1
Ba2YbRuO6,1
Ba2YbSbO6,1
Ba2YbTaO6,1
Ba2Zn,18
Ba2Zn3(AsO)2,1
Ba2ZnAs2,4
Ba2ZnBi2,4
Ba2ZnCd,10
Ba2ZnF6,4
Ba2ZnHg,12
Ba2ZnIn,12
Ba2ZnMoO6,1
Ba2ZnN2,1
Ba2ZnOsO6,2
Ba2ZnReO6,2
Ba2ZnSb2,4
Ba2ZnTeO6,2
Ba2ZnWO6,1
Ba2ZrInO6,2
Ba2ZrO4,1
Ba2ZrS4,3
Ba2ZrSnO6,2
Ba2ZrTiO6,4
Ba2ZrWO6,2
Ba3(AlGe)2,2
Ba3(AlSi)2,2
Ba3(AlSn)2,1
Ba3(AsO4)2,1
Ba3(CdAs2)2,1
Ba3(CdSb2)2,2
Ba3(GeN)2,1
Ba3(H6Ir)2,2
Ba3(InP2)2,3
Ba3(LiAs)4,2
Ba3(LiBi)4,2
Ba3(LiSb)4,2
Ba3(LiSn2)4,1
Ba3(PO4)2,2
Ba3(PS4)2,2
Ba3(SiAs2)2,2
Ba3(TaN2)2,2
Ba3(VN2)2,2
Ba3(ZnAs2)2,2
Ba3Ag2,8
Ba3Al3Ga2,3
Ba3Al5,2
Ba3AlN3,2
Ba3AsN,6
Ba3Au2,9
Ba3BAsO3,1
Ba3BPO3,1
Ba3Bi2F12,1
Ba3BiN,4
Ba3Ca,17
Ba3CaI8,3
Ba3CaIr2O9,2
Ba3CaNb2O9,2
Ba3CaRu2O9,2
Ba3CaTa2O9,2
Ba3Cd(GeO4)2,2
Ba3Cd(SiO4)2,2
Ba3CdHg10,1
Ba3Co(CN)3,1
Ba3CoN3,3
Ba3Cr2O8,2
Ba3CrN3,1
Ba3CrO5,1
Ba3Dy4O9,1
Ba3Er2Cu2PtO10,1
Ba3Er4O9,1
Ba3Eu,5
Ba3Fe2TeO5,1
Ba3FeN3,1
Ba3GaN3,2
Ba3Ge5,5
Ba3GeO,5
Ba3GeO5,4
Ba3Hf2O7,1
Ba3Ho2Cu2PtO10,1
Ba3Ho4O9,1
Ba3In2Br2O5,2
Ba3In2Cl2O5,2
Ba3In2MoO9,2
Ba3In2O5F2,1
Ba3In2O6,1
Ba3In2WO9,2
Ba3InHg10,1
Ba3InS4Cl,1
Ba3Ir(CN)3,1
Ba3IrN3,1
Ba3LaIn(WO6)2,1
Ba3LaNb3O12,2
Ba3LaTa3O12,2
Ba3LaZnReWO12,1
Ba3LiN,4
Ba3Lu2MoO9,1
Ba3Lu4O9,1
Ba3MgNb2O9,1
Ba3MgTa2O9,1
Ba3MgTaNbO9,1
Ba3Mn2IrO9,4
Ba3Mn2RuO9,4
Ba3MnN3,2
Ba3MnO5,1
Ba3MoN3,1
Ba3MoO6,3
Ba3N,3
Ba3Na,6
Ba3NaN,5
Ba3Nb2CdO9,1
Ba3Nb2O8,1
Ba3Nb2ZnO9,1
Ba3NiO4,1
Ba3OsN3,2
Ba3P4,2
Ba3P4O13,4
Ba3Pb5,3
Ba3PbO,3
Ba3PrF9,1
Ba3Re2O9,4
Ba3ReN3,2
Ba3Rh(CN)3,1
Ba3RuN3,2
Ba3SbN,4
Ba3SiO,4
Ba3SiO5,2
Ba3Sn2,2
Ba3Sn4Bi,1
Ba3Sn5,4
Ba3SnO,3
Ba3SnS4,2
Ba3SnS5,1
Ba3Sr,26
Ba3Sr(CuO3)4,1
Ba3Sr(SnO3)4,1
Ba3Sr3(BiN)2,1
Ba3Sr3(SbN)2,1
Ba3Sr4O7,1
Ba3SrAg4,2
Ba3SrCa2(MoO6)2,2
Ba3SrCa2(WO6)2,2
Ba3SrEr2(MoO6)2,1
Ba3SrI8,3
Ba3SrLu2(BiO6)2,1
Ba3SrMg2(TeO6)2,1
Ba3SrNb2O9,2
Ba3SrNd2(IrO6)2,1
Ba3SrO4,2
Ba3SrSn12,1
Ba3SrTa2O9,3
Ba3SrTl2Cu2HgO10,1
Ba3SrY2(SbO6)2,2
Ba3SrZn2(WO6)2,2
Ba3Ta2CdO9,1
Ba3Ta2ZnO9,1
Ba3Ti2O7,1
Ba3Ti3(BO6)2,1
Ba3Ti3O8,1
Ba3TiO5,1
Ba3TiS5,1
Ba3V2O8,2
Ba3VO5,1
Ba3WN3,1
Ba3WO6,5
Ba3Y2Cu2PtO10,1
Ba3Y2O6,2
Ba3Y4O9,1
Ba3Yb,3
Ba3Zr2O7,1
Ba3Zr2S7,3
Ba4(NbSe4)3,2
Ba4Al5,2
Ba4As2O,4
Ba4Bi(PbO4)3,5
Ba4Bi2O,3
Ba4Bi3,1
Ba4Bi3O11,1
Ba4Bi3PbO12,2
Ba4Ca(BiO4)3,1
Ba4CaCu2CO9,1
Ba4Ce2In2O11,1
Ba4CeMn3O12,1
Ba4CoNi3S8,1
Ba4Cr2MoWO12,1
Ba4Cu2IBrO4,1
Ba4Cu3SeO6,1
Ba4Er(RuO4)3,2
Ba4Fe2MoWO12,1
Ba4Fe2S4I5,1
Ba4GaSn3,1
Ba4GeN4,2
Ba4Hf3S10,1
Ba4Ho(RuO4)3,1
Ba4InSbO8,1
Ba4La2SbRuO12,1
Ba4Li(BN2)3,1
Ba4Li(BiO4)3,1
Ba4Li(SbO4)3,1
Ba4LiBi3O11,1
Ba4LiCu(CO5)2,1
Ba4Mg(BiO4)3,1
Ba4MnN4,2
Ba4Na(BN2)3,1
Ba4Na(BiO4)3,1
Ba4Na(IrO4)3,1
Ba4Na(SbO4)3,1
Ba4Na2W2O11,1
Ba4NaCu(CO5)2,1
Ba4Nb2O9,2
Ba4Nb2WO12,1
Ba4Nd(IrO4)3,1
Ba4Nd(RuO4)3,1
Ba4NdMn3O12,1
Ba4P2O,3
Ba4Pb3O10,1
Ba4Pr3BiO12,1
Ba4PrMn3O12,1
Ba4Re2NiO12,2
Ba4Sb2O,3
Ba4Sc2Cu2O9,1
Ba4ScReWO12,1
Ba4Ta2TiZnO12,2
Ba4Tb(RuO4)3,1
Ba4Ti3O10,2
Ba4TiN4,1
Ba4Tl13Hg3,1
Ba4Tl2Cu2HgO10,1
Ba4VN4,1
Ba4YCu(WO6)2,1
Ba4Zr(RuO4)3,1
Ba4Zr3S10,1
Ba4Zr3TiO12,5
Ba4ZrN4,1
Ba5(Ga2Se5)2,1
Ba5Al5Pb,1
Ba5Al5Sn,1
Ba5As3,3
Ba5Bi3,1
Ba5Bi3O11,1
Ba5Cd2(Sb2O)2,1
Ba5Ga5Pb,1
Ba5Ga5Sn,1
Ba5In4Te4S7,1
Ba5P4,3
Ba5Pb3,3
Ba5Sb3,2
Ba5Sb4,3
Ba5Sn3,1
Ba6HfO8,1
Ba6In2NF,1
Ba6Tl2NCl,2
Ba6ZrO8,2
Ba7Al10,1
Ba7Al13,1
Ba8Bi4H2O,1
Ba8Fe3N8,1
Ba8Mn3N8,1
Ba8P5Br,1
Ba8Sb4H2O,1
Ba9In4,1
Ba9In4H,1
BaAg,22
BaAg2,16
BaAg2(HgO2)2,1
BaAg2GeS4,3
BaAg2GeSe4,1
BaAg2SnS4,2
BaAg2SnSe4,2
BaAg5,7
BaAgAs,21
BaAgBi,16
BaAgO2,11
BaAgP,27
BaAgSF,1
BaAgSb,21
BaAgSeF,1
BaAgTeF,1
BaAl,31
BaAl2,19
BaAl2(SiO4)2,4
BaAl2B2O7,1
BaAl2O4,6
BaAl2Sb2O7,1
BaAl4,3
BaAl9Fe2,1
BaAl9Ni2,1
BaAlBO3F2,2
BaAlGaO4,3
BaAlGe,7
BaAlGeF,1
BaAlGeH,3
BaAlSi,10
BaAlSiH,2
BaAlSn,9
BaAs2,22
BaAs2Pd,7
BaAs2Pt,16
BaAs3,20
BaAsAu,22
BaAsPd,7
BaAsPt,10
BaAu,23
BaAu2,12
BaAu5,5
BaAuO2,8
BaB2F8,4
BaB6,1
BaBClF4,2
BaBe2(PO4)2,2
BaBePO4F,2
BaBeSiO4,1
BaBi3,6
BaBiBS4,2
BaBiBrO2,4
BaBiClO2,4
BaBiIO2,4
BaBiNO5,1
BaBiO3,8
BaBr2,26
BaC2(SN)2,1
BaC6,2
BaCN2,7
BaCO3,18
BaCSNCl,1
BaCa,33
BaCa(CO3)2,5
BaCa(FeO2)4,1
BaCa(GaO2)4,1
BaCa2I6,12
BaCa2Mg(SiO4)2,1
BaCa3,22
BaCaCeHfO6,3
BaCaCeSnO6,3
BaCaCeZrO6,3
BaCaDyBiO6,5
BaCaDySbO6,3
BaCaEuBiO6,4
BaCaEuNbO6,5
BaCaEuSbO6,5
BaCaEuWO6,5
BaCaGdBiO6,3
BaCaGdSbO6,3
BaCaGe,7
BaCaHfSnO6,1
BaCaHfZrO6,2
BaCaI4,15
BaCaInBiO6,3
BaCaLaBiO6,7
BaCaLaSbO6,4
BaCaNb4O12,1
BaCaNdBiO6,3
BaCaNdNbO6,3
BaCaNdSbO6,5
BaCaO2,9
BaCaPb,10
BaCaPrBiO6,4
BaCaSi,9
BaCaSmBiO6,3
BaCaSmNbO6,3
BaCaSmSbO6,5
BaCaSn,7
BaCaSnWO6,3
BaCaTbBiO6,3
BaCaYSbO6,1
BaCaYb2,1
BaCaZr2O6,6
BaCaZrSnO6,1
BaCd,26
BaCd2,16
BaCd2Pt,15
BaCd3,17
BaCd3Ga,5
BaCdAsF,1
BaCdBi2,7
BaCdGe,13
BaCdO2,10
BaCdPF,1
BaCdPb,20
BaCdS2,8
BaCdSb2,15
BaCdSn,15
BaCe2CoS5,1
BaCe2EuO6,3
BaCe2FeS5,1
BaCe2MnS5,1
BaCe2ZnS5,1
BaCeEuNbO6,1
BaCeEuWO6,2
BaCeI4,1
BaCeN2,5
BaCeO3,4
BaCl2,17
BaCoF4,2
BaCrF6,9
BaCrN2,7
BaCrS2,4
BaCu,29
BaCu(SeO3)2,4
BaCu(SiO3)2,2
BaCu2(HgO2)2,1
BaCu2SnSe4,3
BaCu3O4,3
BaCu4S3,2
BaCu5AgP2,1
BaCuAs,21
BaCuB2O5,1
BaCuBi,18
BaCuF4,4
BaCuGe,6
BaCuN,17
BaCuO2,13
BaCuO3,4
BaCuP,26
BaCuS2,8
BaCuSF,1
BaCuSb,21
BaCuSn2,6
BaDy2NiO5,2
BaDy2PdO5,2
BaDyCuTe3,2
BaDyFe2O5,3
BaDyFe4O7,2
BaDyFeCuO5,1
BaEr2F8,3
BaEr2NiO5,2
BaErAgS3,3
BaErCuS3,1
BaErFe4O7,1
BaErMn2O5,2
BaErO3,2
BaEu2Mn2O7,2
BaEu2NiO5,1
BaEu2PdO5,1
BaEu2PtO5,1
BaEu3,3
BaEuBiSbO6,2
BaEuDySbO6,1
BaEuDyWO6,2
BaEuFe2O5,1
BaEuFeCuO5,1
BaEuHfNbO6,1
BaEuHfSnO6,1
BaEuHfZrO6,1
BaEuInBiO6,2
BaEuNbBiO6,2
BaEuNbInO6,1
BaEuO2,3
BaEuO3,2
BaEuS2,3
BaEuYBiO6,2
BaEuYSbO6,2
BaEuYWO6,2
BaEuZr2O6,1
BaEuZrNbO6,2
BaEuZrSnO6,1
BaF2,6
BaF3,8
BaFe2(PO4)2,2
BaFe2S2O,1
BaFe2S3,1
BaFe2Se3,2
BaFeAs2Ru,1
BaFeCuF7,3
BaFeCuPb2ClO5,1
BaFeF4,4
BaFeO3,28
BaGa2,8
BaGa2GeS6,2
BaGa2GeSe6,2
BaGa2SiS6,2
BaGa2SiSe6,1
BaGa3Sn,4
BaGa4,2
BaGaBO3F2,2
BaGaCu2,6
BaGaGe,6
BaGaGeH,2
BaGaH5,5
BaGaSi,6
BaGaSiH,1
BaGaSn,10
BaGaSnH,2
BaGd2NiO5,1
BaGd2PdO5,1
BaGd2PtO5,1
BaGdAuSe3,1
BaGdCl5,1
BaGdCuBO5,1
BaGdCuSe3,1
BaGdCuTe3,1
BaGdFe2O5,1
BaGdInWO6,2
BaGe,17
BaGe(AsO4)2,2
BaGe(PO4)2,3
BaGe2,11
BaGe3,3
BaGe3Ir,4
BaGe3Pd,5
BaGe3Pt,5
BaGe3Rh,4
BaGe5,3
BaGe6,2
BaGeAu3,3
BaGeF6,11
BaGeO3,11
BaGePt,6
BaH2,8
BaH2C2O5,1
BaH3IO6,1
BaH4(IO)2,1
BaH4O3,3
BaH5BrO3,1
BaH5ClO3,1
BaHBr,15
BaHBrO,11
BaHCl,5
BaHI,6
BaHIO,5
BaHf(BO3)2,3
BaHf(PO4)2,2
BaHfF6,8
BaHfN2,7
BaHfO3,20
BaHfS3,31
BaHg,26
BaHg2,11
BaHg2Bi,7
BaHg2Pb,11
BaHg3,15
BaHgO2,7
BaHgPb,14
BaHgS2,6
BaHo2NiO5,2
BaHo2PdO5,2
BaHoFe4O7,2
BaI2,20
BaIF,7
BaIn,32
BaIn2,16
BaIn2Ir,16
BaIn2Pd,8
BaIn2Pt,17
BaIn2Rh,17
BaIn3Pt,5
BaIn4,5
BaIn4Ir,4
BaIn9Ir2,2
BaInCuF7,2
BaInGa,10
BaInGe,5
BaInO3,3
BaIrF6,9
BaLa(FeO3)2,2
BaLa2Cl8,3
BaLa2CoS5,1
BaLa2Fe2O7,1
BaLa2FeS5,1
BaLa2MnS5,1
BaLa2O4,6
BaLa2PtO5,2
BaLa2ZnO5,1
BaLa2ZnS5,1
BaLa3(NiO4)2,1
BaLa3Mn4O12,4
BaLaB12,3
BaLaBr5,4
BaLaCl5,10
BaLaCuBO5,1
BaLaCuRuO6,1
BaLaEuSbO6,2
BaLaFeO4,2
BaLaI4,1
BaLaI5,8
BaLaMg6,2
BaLaMgNbO6,1
BaLaMgRuO6,2
BaLaMgTaO6,1
BaLaMn2O6,3
BaLaMnRuO6,2
BaLaMnSbO6,1
BaLaMnSnO6,1
BaLaNiRuO6,1
BaLaSi2,14
BaLaTiFeO6,1
BaLaZnRuO6,1
BaLi2(MgGe)2,2
BaLi2(MgSi)2,2
BaLi2Mg(PO4)2,1
BaLi2MnV2O8,1
BaLi2Si,12
BaLiAs,10
BaLiF3,2
BaLiGe2,5
BaLiH3,2
BaLiLaTeO6,2
BaLiMg2AlSi3(O5F)2,1
BaLiN,8
BaLiP,9
BaLiPrTeO6,1
BaLiSb,7
BaLu2O4,2
BaLuFe4O7,1
BaLuFeCuO5,1
BaMg,27
BaMg(CO3)2,3
BaMg(FeO2)4,2
BaMg2,19
BaMg2FeH8,2
BaMg2N2,3
BaMg3,17
BaMg4Ge3,1
BaMg4Si3,1
BaMgF4,2
BaMgGe,7
BaMgH4,4
BaMgIn3,4
BaMgMnO3,1
BaMgO2,7
BaMgSi,11
BaMn2O3,1
BaMn2P2O9,1
BaMn3O6,1
BaMn4O8,2
BaMnCO3F2,1
BaMnF4,2
BaMnN2,7
BaMnO3,13
BaMnS2,6
BaMnSb2,17
BaMnSbF,1
BaMo(PO4)2,2
BaMoO3,3
BaMoO4,6
BaN2,3
BaN6,1
BaNa(FeAs)4,1
BaNa2,6
BaNa2Fe4F12,1
BaNa2Mg(PO4)2,2
BaNa2O2,2
BaNa2Pb,9
BaNa2Sn,8
BaNa3(PO4)2,1
BaNa4O3,2
BaNaBO3,4
BaNaBi,10
BaNaBiWO6,2
BaNaCeBiO6,2
BaNaCeNbO6,1
BaNaCeSbO6,1
BaNaCeWO6,3
BaNaDyWO6,1
BaNaEuWO6,2
BaNaGdWO6,1
BaNaH3Pd,1
BaNaH6Ir,2
BaNaHfBiO6,1
BaNaHg2,6
BaNaLaWO6,2
BaNaNbBiO6,2
BaNaNdWO6,2
BaNaP,8
BaNaPO4,6
BaNaPrSbO6,2
BaNaPrWO6,3
BaNaSmWO6,1
BaNaTbWO6,1
BaNaTiNbO6,1
BaNaTl2,6
BaNaYWO6,1
BaNaZrBiO6,1
BaNb2Fe2O9,1
BaNb2O6,8
BaNb2V2O11,1
BaNb4O6,1
BaNb5O8,1
BaNb7O9,1
BaNbO3,24
BaNbS3,4
BaNd2CoS5,1
BaNd2CuO5,2
BaNd2FeS5,1
BaNd2Mn2O7,1
BaNd2MnS5,1
BaNd2NiO5,3
BaNd2PdO5,2
BaNd2PtO5,2
BaNd2ZnO5,1
BaNd2ZnS5,1
BaNdCuBO5,1
BaNdEuBiO6,2
BaNdEuNbO6,2
BaNdEuSbO6,2
BaNdEuWO6,2
BaNdFe2O5,1
BaNdMn2O6,1
BaNdNb4O12,1
BaNdNiSbO6,1
BaNi2(PO4)2,2
BaNiF4,2
BaNiF6,10
BaNiIO6,2
BaNiO3,4
BaNiS2,5
BaNiSn3,6
BaO,18
BaO2,15
BaO6,4
BaOsO3,10
BaP2,20
BaP3,20
BaP8,1
BaPAu,19
BaPIr,11
BaPPd,6
BaPPt,10
BaPS3,4
BaPSe3,3
BaPb,34
BaPb2BrF5,1
BaPb2C2(O3F)2,1
BaPb2IF5,1
BaPb3,22
BaPb3O4,1
BaPbF6,5
BaPbO3,6
BaPd,23
BaPd(IO3)4,1
BaPd(SeO3)2,3
BaPd2,2
BaPd5,3
BaPdF4,3
BaPdS2,7
BaPr2CoS5,1
BaPr2CuO5,2
BaPr2FeS5,1
BaPr2MnS5,1
BaPr2NiO5,3
BaPr2PdO5,2
BaPr2ZnS5,1
BaPr3(NiO4)2,1
BaPrCuTe3,2
BaPrEuSbO6,3
BaPrEuWO6,2
BaPrFeCuO5,2
BaPrMn2O5,1
BaPrMn2O6,1
BaPt,27
BaPt2,20
BaPt5,6
BaReH9,5
BaReN3,37
BaRh2,14
BaRhF6,12
BaRhO3,11
BaRuO3,9
BaS,12
BaS2,7
BaS3,8
BaSO3,5
BaSb2,18
BaSb2F12,3
BaSb2Pd,6
BaSb3,14
BaSbAu,22
BaSbClO2,3
BaSbPt,13
BaScCuS3,1
BaScO2F,2
BaScO3,2
BaSe,24
BaSe2,20
BaSe3,17
BaSeO3,8
BaSi,33
BaSi2,20
BaSi3Pd,4
BaSi3Pt,4
BaSiAu,13
BaSiF6,6
BaSiGe,5
BaSiN2,9
BaSiO3,13
BaSiPd,5
BaSiPt,11
BaSm2FeS5,1
BaSm2NiO5,2
BaSm2PdO5,2
BaSm2PtO5,2
BaSmCuBO5,1
BaSmEuBiO6,2
BaSmEuSbO6,2
BaSmEuWO6,3
BaSmFeCuO5,2
BaSn,20
BaSn(PO4)2,2
BaSn2,9
BaSn2(HO2)2,1
BaSn2Bi,7
BaSn3,8
BaSn3Au,4
BaSn3Pd,5
BaSn3Pt,5
BaSn3S4,1
BaSn5,4
BaSnF4,4
BaSnF6,8
BaSnHg,12
BaSnHgS4,1
BaSnO3,25
BaSnS2,8
BaSnS3,7
BaSr,47
BaSr(CuO2)2,2
BaSr(FeO2)4,3
BaSr(MoO3)2,1
BaSr(PbO3)2,1
BaSr(SnO3)2,2
BaSr2(PO4)2,1
BaSr2Ca,32
BaSr2Eu,4
BaSr2I6,13
BaSr2In2O6,1
BaSr2Mg(SiO4)2,1
BaSr2ScInO6,1
BaSr2Y2Cu2PtO10,1
BaSr3,39
BaSr3(SnO3)4,1
BaSr3(ZrSe3)4,1
BaSr3Ag4,3
BaSr3Ca2(MoO6)2,2
BaSr3I8,3
BaSr3Lu2(BiO6)2,1
BaSr3Mn4O12,1
BaSr3O4,2
BaSr3Pd2(OF)4,1
BaSr3Ti4O12,4
BaSr3Zr2Ti2O12,1
BaSr3Zr4O12,2
BaSr4,27
BaSr4(FeO2)5,2
BaSr4Cl10,4
BaSrBi3,3
BaSrBiSbO6,3
BaSrCaFeO6,1
BaSrCaMg(SiO4)2,1
BaSrCaMoO6,2
BaSrCaSeO6,2
BaSrCaWO6,8
BaSrCe2O6,3
BaSrCeBiO6,6
BaSrCeFeO6,1
BaSrCeHfO6,3
BaSrCeNiO6,1
BaSrCeSbO6,4
BaSrCeSnO6,2
BaSrCeTiO6,3
BaSrCeWO6,3
BaSrCeZrO6,4
BaSrCuBiO6,1
BaSrDyBiO6,6
BaSrDyMnO6,1
BaSrDyNbO6,5
BaSrDySbO6,5
BaSrDyWO6,3
BaSrErCu3O7,1
BaSrEu2,3
BaSrEuBiO6,5
BaSrEuCu3O7,1
BaSrEuNbO6,3
BaSrEuSbO6,4
BaSrEuWO6,7
BaSrFeBiO6,2
BaSrGa4,6
BaSrGaBiO6,1
BaSrGdBiO6,3
BaSrGdNbO6,3
BaSrHfNbO6,1
BaSrHfSnO6,1
BaSrHfZrO6,2
BaSrHg2,11
BaSrI4,17
BaSrInBiO6,3
BaSrInSbO6,3
BaSrLaBiO6,9
BaSrLaSbO6,4
BaSrLaWO6,3
BaSrLiNdTlCu2O7,7
BaSrLuBiO6,2
BaSrMgTeO6,1
BaSrMgWO6,1
BaSrMn2O6,1
BaSrMnWO6,3
BaSrN,6
BaSrNb4O12,1
BaSrNbBiO6,2
BaSrNbInO6,1
BaSrNbWO6,1
BaSrNdBiO6,5
BaSrNdCu3O7,1
BaSrNdFeO6,1
BaSrNdNbO6,3
BaSrNdSbO6,5
BaSrNdTlCu2O7,1
BaSrNdWO6,3
BaSrNiWO6,1
BaSrO2,8
BaSrPd(OF)2,1
BaSrPdF6,1
BaSrPrBiO6,3
BaSrPrCu3O7,1
BaSrPrNbO6,3
BaSrPrSbO6,5
BaSrPrSnO6,3
BaSrPrWO6,3
BaSrSi4,5
BaSrSm(CuO2)3,1
BaSrSmBiO6,4
BaSrSmCu3O7,1
BaSrSmFeO6,2
BaSrSmNbO6,3
BaSrSmSbO6,4
BaSrSmWO6,4
BaSrTbBiO6,4
BaSrTbCeO6,3
BaSrTbNbO6,3
BaSrTbSbO6,5
BaSrTbSnO6,2
BaSrTbTiO6,3
BaSrTbWO6,4
BaSrTbZrO6,3
BaSrTl2,13
BaSrY(CuO2)4,1
BaSrYBiO6,5
BaSrYCu3PbO7,1
BaSrYNbO6,3
BaSrYSbO6,4
BaSrYTlCu2O7,1
BaSrYWO6,5
BaSrYb2,1
BaSrYbReO6,1
BaSrZnWO6,1
BaSrZr2O6,6
BaSrZrNbO6,4
BaTa2Bi2O9,4
BaTaO3,2
BaTaS3,7
BaTaSe3,4
BaTb2Mn2O7,2
BaTb2NiO5,2
BaTb2PdO5,2
BaTb2SmO6,3
BaTbAgS3,3
BaTbCuBO5,1
BaTbEuBiO6,3
BaTbEuSbO6,2
BaTbEuWO6,2
BaTbF6,5
BaTbFe2O5,3
BaTbInWO6,2
BaTbMn2O5,1
BaTbMn2O6,2
BaTbO3,3
BaTe,23
BaTe2,16
BaTe3,18
BaTeO3,8
BaTeS3,6
BaTi(AsO4)2,2
BaTi(BO3)2,1
BaTi(PO4)2,2
BaTi2As2O,1
BaTi2Bi2O,1
BaTi2Sb2O,1
BaTiF6,9
BaTiFe3(BiO4)3,1
BaTiO3,29
BaTiS3,7
BaTiSe3,7
BaTl2,16
BaTl2O4,4
BaTl3,16
BaTl3Au,4
BaTl4,6
BaTlHg2,9
BaTlIn3,5
BaTm2F8,3
BaTm2NiO5,2
BaTm2O4,4
BaTmFe4O7,1
BaTmFeCuO5,1
BaTmO3,2
BaV2(NiO4)2,2
BaV2Cu3(HO5)2,1
BaV2Ni3(HO5)2,1
BaVN2,8
BaVS3,4
BaVSe3,4
BaWN3,53
BaWO4,5
BaY2F8,7
BaY2NiO5,2
BaY2PdO5,1
BaYAgSe3,2
BaYAgTe3,2
BaYBr5,5
BaYCl5,3
BaYCrCuO5,1
BaYCu2O5,1
BaYCuBiO5,1
BaYCuNiO5,1
BaYCuS3,2
BaYCuSe3,1
BaYCuTe3,2
BaYF5,8
BaYFe2O5,3
BaYFe4O7,2
BaYFeCuO5,1
BaYI5,5
BaYInWO6,2
BaYMn2O5,1
BaYMn2O6,2
BaYMnCuO5,2
BaYb2F8,3
BaYb2NiO5,2
BaYb3,2
BaYbCuTe3,1
BaZn,30
BaZn2,21
BaZn2Cu2As3,1
BaZn5,8
BaZnAsF,1
BaZnBO3F,2
BaZnBi2,6
BaZnCO3F2,1
BaZnF4,6
BaZnGe,12
BaZnIn3,4
BaZnO2,9
BaZnPb,12
BaZnSO,3
BaZnSb2,16
BaZnSi,11
BaZnSn,7
BaZr(AsO4)2,3
BaZr(BO3)2,2
BaZr(PO4)2,2
BaZrF6,9
BaZrN2,7
BaZrO3,24
BaZrS3,10
BaZrSe3,5
BaZrTiPbO6,1
Be,19
Be(B6C)2,1
Be(BC)2,1
Be(GaO2)2,4
Be(HO)2,5
Be12Co,1
Be12Cr,1
Be12Fe,1
Be12Mo,1
Be12Nb,1
Be12Pd,1
Be12V,1
Be12W,1
Be17Nb2,2
Be2Ag,30
Be2B,10
Be2BH3O5,3
Be2BO3F,1
Be2C,41
Be2CoIr,16
Be2CoNi,13
Be2CoPt,11
Be2Cr,16
Be2Cu,29
Be2CuIr,13
Be2CuPt,12
Be2CuRh,11
Be2CuRu,12
Be2Fe,16
Be2IrPd,4
Be2IrPt,11
Be2IrRu,15
Be2Mo,14
Be2Nb,6
Be2Nb3,1
Be2NiIr,12
Be2NiRh,9
Be2NiRu,12
Be2PdPt,5
Be2PdRh,4
Be2PtRh,10
Be2Re,21
Be2RhAu,11
Be2Ru,20
Be2RuAu,11
Be2RuPt,13
Be2TlF5,1
Be2V,9
Be2W,14
Be3Co,15
Be3Cu,20
Be3Fe,13
Be3Ir,12
Be3N2,6
Be3Nb,4
Be3Ni,12
Be3Pd,7
Be3Rh,15
Be3Ru,15
Be3ZnO4,1
Be3ZnS4,1
Be4AlCr,2
Be4AlCu,1
Be4AlFe,1
Be4AlNi,1
Be4B,2
Be4CrMo,2
Be4FeGe,1
Be4NbMo,2
Be4TeO7,1
Be5Au,5
Be5Co,9
Be5Fe,6
Be5Pd,2
Be5Pt,5
Be8NbCr3,2
Be8Ru,2
BeAlB,7
BeAlH5,4
BeAlIr2,15
BeAlRh2,12
BeAlSiN3,1
BeAsRu2,17
BeAu,35
BeAu2,20
BeBr2,22
BeCN2,23
BeCl2,30
BeCo,28
BeCo2Ge,4
BeCo2Si,13
BeCrFe2,18
BeCrRu2,16
BeCu,35
BeF2,40
BeFe2Si,11
BeFe3,17
BeFeRh2,14
BeGaCo2,4
BeGaIr2,5
BeGaRh2,4
BeGeAs2,4
BeGeN2,5
BeGeP2,3
BeGeRu2,4
BeH2,70
BeI2,11
BeNbRu2,4
BeNi,27
BeNi3,18
BeO,22
BePO4,2
BePd,15
BePd2,7
BePd3,6
BeRh,28
BeRu2W,14
BeS,19
BeSO4,2
BeSe,35
BeSiAs2,19
BeSiIr2,17
BeSiN2,9
BeSiNi2,12
BeSiOs2,16
BeSiP2,17
BeSiRh2,13
BeSiRu2,16
BeSnAs2,4
BeSnP2,3
BeTe,44
BeVCo2,4
BeVFe2,4
BeVOs2,4
BeVRu2,4
BeZn3O4,2
BeZn3S4,3
BeZnO2,5
BeZnS2,29
Bi,22
Bi(BO2)3,4
Bi(Mo3S4)2,1
Bi(PdO2)2,5
Bi(SbTe2)3,3
Bi(TeBr2)2,1
Bi2(CN2)3,3
Bi2BO5,2
Bi2BrClO2,1
Bi2CO5,4
